0.132,0.762
1.014,0.523
0.951,0.512
0.705,0.761
0.524,0.052
0.441,0.711
0.344,0.504
0.637,0.804
0.481,0.056
0.968,0.534
0.013,0.828
0.896,0.005
0.462,0.056
0.359,0.045
0.936,0.006
1.063,0.490
0.296,0.516
0.219,0.413
0.349,0.099
0.945,0.086
0.999,0.516
0.285,0.450
0.156,0.458
0.938,0.006
0.715,0.813
0.963,0.469
0.968,0.536
0.395,0.092
1.071,0.503
0.207,0.473
0.395,0.063
0.415,0.087
0.505,0.724
0.935,0.052
0.268,0.947
0.277,0.840
0.241,0.491
0.875,0.037
0.224,0.462
0.055,0.788
0.475,0.075
0.180,0.413
0.344,0.044
0.460,0.688
0.455,0.053
0.515,0.058
0.069,0.797
0.973,0.511
0.291,0.470
0.243,0.470
0.707,0.822
0.235,0.843
0.207,0.479
0.940,0.417
0.078,0.799
0.448,0.756
0.473,0.691
0.735,0.819
0.707,0.777
0.893,0.074
0.459,0.668
0.358,0.045
0.355,0.091
0.101,0.796
0.231,0.915
0.891,0.078
0.421,0.057
0.522,0.097
1.020,0.521
0.313,0.906
0.424,0.068
0.459,0.658
0.267,0.441
0.266,0.443
0.038,0.772
0.420,0.707
0.946,0.576
0.394,0.697
0.400,0.718
0.330,0.076
0.399,0.744
0.437,0.008
0.103,0.831
0.244,0.527
0.356,0.075
0.054,0.808
0.847,0.046
0.966,0.043
0.491,0.087
0.941,0.011
0.400,0.742
0.478,0.060
0.498,0.135
0.101,0.774
0.624,0.850
0.072,0.801
0.042,0.784
0.246,0.472
0.384,0.049
0.960,0.061
0.865,0.004
0.421,0.143
0.990,0.470
0.289,0.979
0.907,0.017
0.916,0.052
0.368,0.115
0.280,0.529
0.202,0.500
0.997,0.527
0.983,0.550
0.985,0.058
0.522,0.031
0.325,0.858
0.080,0.768
0.361,0.901
0.384,0.115
0.527,0.070
0.503,0.786
0.917,0.032
0.262,0.905
0.887,0.065
0.645,0.790
0.294,0.916
0.232,0.472
0.272,0.850
0.162,0.447
0.388,0.053
0.981,0.048
0.310,0.889
0.445,0.015
0.230,0.450
0.233,0.591
0.183,0.418
0.485,0.015
0.464,0.753
0.685,0.863
0.107,0.812
0.918,0.001
0.885,0.021
0.147,0.464
0.610,0.799
0.527,0.003
0.913,0.058
0.654,0.801
0.974,0.554
0.186,0.433
0.951,0.561
0.487,0.763
0.108,0.755
0.537,0.047
0.500,0.038
1.009,0.546
0.478,0.724
0.929,0.122
0.093,0.787
0.698,0.825
0.564,0.082
0.240,0.495
1.020,0.499
0.976,0.542
0.503,0.031
0.999,0.552
0.205,0.486
0.206,0.442
0.444,0.050
0.996,0.536
0.401,0.074
0.464,0.744
0.300,0.929
1.012,0.500
0.095,0.736
0.400,0.791
0.419,0.695
0.914,0.010
1.029,0.480
0.138,0.823
0.606,0.865
0.595,0.792
0.531,0.078
0.461,0.082
1.019,0.476
0.347,0.069
0.275,0.909
0.221,0.410
0.272,0.502
1.019,0.111
0.025,0.791
0.265,0.913
0.978,0.558
0.184,0.456
0.231,0.512
0.912,0.002
0.765,0.779
0.308,0.516
0.122,0.783
0.017,0.811
0.901,0.009
0.267,0.438
0.288,0.433
0.950,0.601
0.690,0.831
0.302,0.544
0.452,0.707
0.537,0.020
0.391,0.085
0.711,0.853
0.861,0.042
0.926,0.027
0.293,0.934
0.364,0.101
0.320,0.577
0.056,0.775
0.676,0.755
0.938,0.008
0.479,0.744
0.174,0.447
0.264,0.975
0.401,0.689
0.070,0.771
0.918,0.545
0.422,0.779
0.923,0.019
0.246,0.919
0.294,0.889
0.362,0.110
1.041,0.555
0.265,0.471
0.395,0.060
0.325,0.953
0.352,0.079
0.124,0.826
0.251,0.520
0.310,0.913
0.639,0.823
0.669,0.833
0.892,0.100
0.929,0.025
0.950,0.510
0.346,0.507
0.234,0.867
0.442,0.740
0.200,0.846
0.267,0.885
0.081,0.736
0.296,0.585
0.287,0.864
0.389,0.064
0.408,0.671
0.476,0.078
0.225,0.496
0.226,0.428
0.281,0.471
0.225,0.437
0.726,0.795
0.924,0.576
0.684,0.802
0.905,0.035
0.042,0.734
0.882,0.041
0.961,0.029
0.710,0.825
0.463,0.763
0.268,0.469
0.312,0.447
0.051,0.807
0.304,0.923
0.289,0.917
0.274,0.529
0.001,0.790
0.343,0.043
0.403,0.831
0.271,0.880
0.437,0.104
0.454,0.747
0.049,0.764
0.913,0.494
0.535,0.086
1.001,0.512
0.056,0.843
0.686,0.710
0.264,0.501
0.393,0.064
0.912,0.027
0.957,0.523
0.971,0.496
0.254,0.485
0.299,0.940
0.301,0.422
0.471,0.829
0.096,0.757
0.047,0.700
0.454,0.734
0.719,0.733
0.469,0.092
0.138,0.686
0.068,0.710
0.186,0.469
0.875,0.059
0.269,0.958
0.308,0.887
0.255,0.473
0.471,0.018
0.208,0.489
0.442,0.651
0.402,0.761
0.484,0.126
0.280,0.418
0.095,0.767
0.413,0.659
0.460,0.153
0.341,0.521
0.325,0.896
0.544,0.015
0.856,0.034
0.294,0.785
0.324,0.088
0.383,0.715
0.967,0.016
0.201,0.475
0.061,0.746
0.304,0.860
0.730,0.753
0.651,0.764
0.082,0.767
0.524,0.069
0.408,0.066
0.661,0.820
0.482,0.701
0.500,0.136
0.722,0.804
0.702,0.827
0.211,0.454
0.018,0.748
0.391,0.059
0.672,0.809
0.469,0.085
0.924,0.017
0.285,0.919
0.049,0.745
0.314,0.888
0.990,0.549
0.581,0.110
1.004,0.501
0.273,0.527
0.650,0.832
0.356,0.066
0.448,0.101
0.540,0.041
0.711,0.763
0.190,0.475
0.085,0.825
0.261,0.517
0.896,0.067
0.402,0.000
0.969,0.564
0.418,0.093
0.605,0.732
0.187,0.496
0.092,0.773
0.233,0.883
0.704,0.827
0.051,0.753
0.457,0.008
0.385,0.073
0.346,0.077
0.277,0.530
0.671,0.758
0.375,0.041
0.513,0.088
1.017,0.477
0.753,0.769
1.041,0.543
0.466,0.745
0.207,0.365
0.237,0.424
0.118,0.815
0.354,0.064
0.552,0.103
0.314,0.520
0.917,0.059
0.923,0.059
0.415,0.743
1.041,0.511
0.341,0.936
0.492,0.063
0.435,0.068
0.373,0.673
0.913,0.552
0.297,0.539
0.169,0.433
0.497,0.060
1.033,0.518
0.964,0.521
0.968,0.019
0.237,0.511
0.299,0.971
0.147,0.485
0.231,0.446
0.231,0.435
0.508,0.083
0.249,0.418
0.410,0.089
0.209,0.425
0.368,0.923
0.689,0.799
0.909,0.049
0.432,0.028
1.015,0.516
0.305,0.903
0.270,0.496
0.959,0.537
0.225,0.455
0.341,0.858
0.835,0.016
0.943,0.549
0.378,0.081
0.048,0.803
0.970,0.552
0.411,0.024
0.657,0.784
0.492,0.122
0.939,0.046
0.455,0.717
0.654,0.798
0.216,0.463
0.887,0.558
0.470,0.048
0.681,0.775
0.466,0.142
0.911,0.003
0.446,0.758
0.179,0.424
0.876,0.050
0.479,0.710
0.240,0.495
0.122,0.712
0.482,0.707
0.508,0.074
0.065,0.758
0.217,0.396
0.414,0.009
0.754,0.773
0.710,0.761
0.320,0.085
0.120,0.848
0.304,1.008
0.331,0.049
0.408,0.050
0.058,0.775
0.397,0.143
0.287,0.890
0.511,0.031
0.407,0.094
0.877,0.012
0.236,0.467
0.370,0.079
0.278,0.382
0.465,0.725
0.637,0.754
0.231,0.453
0.308,0.902
0.188,0.411
0.372,0.075
0.512,0.047
0.067,0.819
0.282,0.818
0.630,0.807
0.501,0.760
0.388,0.696
0.035,0.745
0.986,0.474
0.379,0.093
0.408,0.724
0.277,0.560
0.702,0.840
0.026,0.740
0.204,0.488
0.301,0.954
0.264,0.453
0.290,0.548
0.734,0.728
0.454,0.085
0.127,0.792
1.023,0.578
0.260,0.502
0.229,0.943
0.378,0.871
0.920,0.045
0.476,0.700
0.255,0.885
0.159,0.771
0.689,0.772
0.376,0.014
0.101,0.747
0.932,0.538
0.324,0.920
0.963,0.015
0.296,0.532
0.426,0.138
0.395,0.762
0.255,0.410
0.317,0.509
0.340,0.708
0.273,0.968
0.401,0.024
0.069,0.817
0.536,0.150
0.156,0.794
0.406,0.004
0.278,0.808
0.471,0.055
0.059,0.754
0.745,0.786
0.424,0.702
0.428,0.676
0.411,0.724
0.492,0.088
1.025,0.564
0.283,0.458
0.966,0.017
0.400,0.048
0.258,0.458
0.909,0.001
0.414,0.670
0.186,0.419
0.899,0.035
0.873,0.057
0.529,0.054
0.936,0.587
0.720,0.741
0.035,0.781
0.087,0.718
0.358,0.074
0.142,0.786
0.476,0.783
0.319,0.840
0.939,0.013
0.644,0.809
0.356,0.863
0.997,0.525
0.993,0.001
0.391,0.084
0.480,0.053
0.976,0.504
1.010,0.513
0.725,0.823
0.407,0.077
0.241,0.929
0.667,0.738
0.670,0.822
0.284,0.494
0.200,0.462
0.415,0.675
0.999,0.466
0.294,0.478
0.705,0.826
0.273,0.498
0.686,0.885
0.613,0.848
0.189,0.448
0.066,0.737
0.635,0.758
0.047,0.775
0.940,0.553
0.238,0.909
0.336,0.787
0.061,0.803
0.317,0.066
0.989,0.144
0.279,0.450
0.253,0.573
0.156,0.436
0.279,0.923
0.740,0.819
0.468,0.677
0.425,0.707
0.501,0.026
0.965,0.026
0.358,0.540
0.910,0.018
0.944,0.065
0.266,0.533
0.223,0.476
1.003,0.011
0.491,0.051
0.964,0.530
0.940,0.009
0.336,0.039
0.347,0.940
0.665,0.835
0.355,0.016
0.194,0.435
0.243,0.491
0.249,0.455
0.359,0.183
0.411,0.752
0.175,0.821
0.963,0.591
0.891,0.010
0.292,0.918
0.284,0.492
0.343,0.125
0.450,0.781
0.961,0.543
1.010,0.564
0.932,0.001
0.730,0.817
0.474,0.042
0.068,0.771
0.963,0.543
0.390,0.057
0.680,0.788
0.435,0.661
0.267,0.430
0.190,0.459
0.135,0.842
0.502,0.067
0.444,0.643
0.241,0.431
0.123,0.763
0.266,0.548
0.193,0.457
0.094,0.778
0.182,0.458
0.294,0.486
0.997,0.461
0.924,0.020
0.047,0.823
0.531,0.724
0.201,0.404
0.264,0.494
0.752,0.803
0.317,0.938
0.956,0.132
0.047,0.754
0.429,0.009
0.549,0.052
0.952,0.572
0.950,0.520
0.395,0.698
0.492,0.765
0.290,0.876
0.278,0.436
0.130,0.709
0.449,0.030
0.255,0.515
0.224,0.473
0.534,0.032
0.133,0.417
0.293,0.931
0.317,0.509
0.090,0.799
0.467,0.685
0.406,0.689
0.869,0.046
0.960,0.006
0.257,0.425
0.549,0.096
0.972,0.525
0.180,0.469
1.053,0.553
0.380,0.551
0.393,0.053
0.676,0.817
0.208,0.428
1.033,0.532
0.077,0.842
0.252,0.880
0.181,0.518
0.366,0.093
0.329,0.547
0.196,0.436
0.012,0.773
0.285,0.940
0.478,0.709
0.199,0.478
0.439,0.706
0.148,0.469
0.226,0.497
0.252,0.476
0.195,0.467
0.939,0.069
0.261,0.896
1.000,0.467
0.600,0.815
0.313,0.855
0.934,0.483
0.407,0.124
0.524,0.098
0.290,0.584
0.165,0.393
0.686,0.786
0.569,0.773
0.884,0.023
0.959,0.067
0.227,0.517
0.489,0.014
0.546,0.098
0.282,0.899
0.995,0.526
0.642,0.780
0.566,0.049
0.191,0.445
0.330,0.791
0.995,0.575
0.919,0.041
0.452,0.735
0.303,0.833
1.022,0.515
0.718,0.774
0.105,0.422
0.073,0.764
0.591,0.808
0.923,0.025
0.257,0.476
0.247,0.534
0.390,0.090
0.963,0.008
0.409,0.033
0.482,0.138
0.478,0.082
0.207,0.453
0.977,0.003
0.298,0.949
0.446,0.699
0.988,0.064
0.537,0.112
0.093,0.773
0.325,0.902
0.660,0.761
0.074,0.809
0.558,0.086
0.446,0.776
1.011,0.461
1.007,0.552
0.166,0.447
0.246,0.452
0.747,0.759
0.479,0.087
0.480,0.033
1.014,0.550
0.704,0.824
0.172,0.462
0.461,0.744
0.279,0.799
0.266,0.497
0.332,0.845
0.328,0.069
0.417,0.056
0.677,0.835
0.574,0.083
0.163,0.487
1.018,0.570
0.522,0.087
0.102,0.787
0.381,0.103
0.636,0.814
0.247,0.528
0.271,0.464
0.191,0.475
0.671,0.861
0.090,0.718
0.648,0.825
0.621,0.789
0.510,0.030
0.388,0.116
0.384,0.986
0.007,0.721
0.976,0.032
0.920,0.002
0.307,0.950
0.490,0.085
0.078,0.860
0.265,0.460
0.962,0.016
0.525,0.101
0.919,0.038
0.398,0.702
0.483,0.002
0.100,0.874
0.500,0.044
0.925,0.041
0.693,0.794
0.502,0.041
0.947,0.513
0.401,0.098
0.323,0.916
0.609,0.121
0.519,0.059
0.196,0.573
0.292,0.111
0.258,0.882
0.255,0.443
0.216,0.462
0.694,0.804
0.326,0.881
1.037,0.409
0.495,0.096
0.674,0.767
0.046,0.781
0.580,0.121
0.183,0.446
0.429,0.087
0.107,0.749
1.004,0.519
0.947,0.005
0.887,0.041
0.705,0.797
0.845,0.035
0.122,0.773
0.608,0.824
0.315,0.104
0.020,0.781
0.342,0.088
0.948,0.002
0.304,0.932
1.010,0.543
0.222,0.539
0.074,0.731
0.087,0.789
0.705,0.861
0.323,0.847
0.238,0.481
0.479,0.096
0.442,0.100
0.452,0.026
0.052,0.778
0.438,0.811
0.300,0.519
0.987,0.538
0.185,0.432
0.316,0.536
0.678,0.864
0.244,0.422
0.189,0.488
0.427,0.757
0.221,0.402
0.289,0.516
0.276,0.404
0.708,0.822
0.246,0.401
0.387,0.655
0.525,0.092
0.235,0.420
0.356,0.036
0.465,0.702
0.993,0.513
0.254,0.881
0.226,0.929
0.465,0.777
0.294,0.555
0.104,0.763
0.232,0.540
0.688,0.820
0.367,0.001
0.170,0.419
0.226,0.445
0.507,0.796
0.239,0.930
0.941,0.024
0.903,0.022
0.304,0.939
0.282,0.959
0.284,0.919
0.423,0.688
0.425,0.742
0.675,0.748
0.233,0.900
0.279,0.928
0.935,0.049
0.217,0.511
0.976,0.029
0.457,0.103
0.920,0.483
1.004,0.542
0.238,0.900
0.287,0.497
0.903,0.012
0.972,0.559
0.931,0.041
0.460,0.013
0.125,0.805
0.130,0.752
0.294,0.847
0.706,0.746
0.306,0.957
0.970,0.059
0.409,0.654
0.995,0.542
0.183,0.911
0.265,0.841
0.262,0.510
0.712,0.809
0.342,0.086
0.132,0.821
0.623,0.767
0.317,0.479
0.151,0.508
0.344,0.035
0.121,0.753
0.894,0.559
0.359,0.102
0.145,0.762
0.935,0.023
0.925,0.012
0.231,0.412
0.249,0.473
0.368,0.771
0.260,0.496
0.375,0.842
0.439,0.086
0.179,0.421
0.373,0.020
0.493,0.074
0.335,0.063
0.233,0.472
0.394,0.086
0.286,0.878
0.260,0.392
0.274,0.417
0.366,0.089
0.256,0.491
0.051,0.754
0.922,0.002
0.848,0.015
0.328,0.075
0.221,0.399
0.259,0.864
0.330,0.911
0.130,0.702
0.450,0.103
0.107,0.807
0.372,0.077
0.620,0.853
0.166,0.470
0.259,0.481
0.628,0.792
0.248,0.938
0.052,0.740
0.471,0.116
0.655,0.777
0.197,0.456
0.942,0.550
0.955,0.564
0.689,0.779
0.451,0.714
0.567,0.096
0.967,0.517
0.365,0.072
0.702,0.794
0.633,0.767
0.622,0.756
0.436,0.062
0.291,0.853
0.646,0.811
1.014,0.520
0.074,0.811
0.112,0.806
0.027,0.791
0.298,0.875
0.888,0.042
0.952,0.013
0.189,0.436
0.462,0.054
0.239,0.505
0.043,0.719
0.381,0.049
0.924,0.548
0.456,0.674
0.316,0.559
0.674,0.784
0.948,0.029
0.427,0.768
0.063,0.769
0.403,0.038
0.622,0.768
0.480,0.079
0.260,0.904
1.044,0.548
0.575,0.777
0.983,0.570
0.272,0.466
0.623,0.812
0.410,0.066
0.846,0.048
0.417,0.685
0.437,0.714
0.412,0.809
0.222,0.932
0.193,0.525
0.893,0.093
0.342,0.041
0.935,0.005
0.997,0.532
0.455,0.055
0.213,0.480
0.434,0.042
0.231,0.508
0.647,0.868
0.331,0.083
0.969,0.525
0.968,0.565
1.021,0.572
0.229,0.483
0.913,0.014
0.923,0.027
0.337,0.064
0.453,0.723
0.286,0.920
0.739,0.791
0.292,0.538
0.215,0.362
0.251,0.450
0.650,0.889
1.010,0.579
0.423,0.675
0.241,0.506
0.987,0.025
0.237,0.497
0.494,0.096
0.263,0.492
0.678,0.751
0.460,0.104
1.008,0.537
0.925,0.004
0.449,0.694
0.157,0.798
0.414,0.000
0.396,0.033
0.422,0.709
0.523,0.135
0.308,0.876
0.282,0.467
0.243,0.468
0.902,0.014
0.331,0.909
0.343,0.016
0.079,0.801
0.561,0.089
0.992,0.007
0.429,0.791
0.972,0.031
0.308,0.881
0.897,0.085
0.178,0.457
0.075,0.823
0.316,0.508
0.534,0.094
0.305,0.904
0.284,0.386
0.399,0.781
0.233,0.504
0.098,0.785
0.204,0.454
0.445,0.732
0.473,0.709
0.713,0.810
0.629,0.806
0.405,0.687
0.517,0.709
0.333,0.467
0.023,0.807
0.403,0.083
0.970,0.600
0.170,0.364
0.228,0.472
0.145,0.453
0.696,0.809
0.276,0.465
0.924,0.005
0.180,0.420
1.002,0.542
1.013,0.491
0.962,0.546
0.375,0.723
0.173,0.459
0.988,0.011
0.919,0.089
0.277,0.474
0.708,0.843
0.480,0.688
0.714,0.844
0.677,0.771
0.996,0.512
0.420,0.725
0.349,0.012
0.512,0.018
0.611,0.751
0.232,0.441
0.680,0.767
0.216,0.583
0.451,0.082
0.955,0.061
0.067,0.760
0.675,0.814
0.961,0.573
0.514,0.127
0.053,0.745
0.363,0.086
0.995,0.569
0.513,0.032
0.344,0.066
0.098,0.670
0.110,0.733
0.490,0.069
0.195,0.393
0.197,0.458
0.385,0.712
0.966,0.497
0.904,0.541
0.013,0.752
0.485,0.141
0.219,0.457
0.035,0.823
0.304,0.445
0.233,0.919
0.089,0.810
0.483,0.128
0.453,0.013
0.964,0.575
0.640,0.843
0.452,0.803
0.091,0.733
0.294,0.935
0.488,0.074
0.057,0.789
0.669,0.875
1.045,0.462
0.530,0.089
0.973,0.511
0.909,0.039
0.064,0.832
0.730,0.785
0.236,0.476
0.218,0.416
0.341,0.494
0.069,0.819
0.347,0.055
0.445,0.004
0.442,0.066
0.438,0.656
0.609,0.815
0.425,0.039
1.003,0.506
0.916,0.600
0.040,0.787
0.811,0.038
0.295,0.466
0.665,0.855
0.884,0.092
0.281,0.514
1.046,0.481
0.423,0.069
0.715,0.819
0.944,0.068
0.234,0.541
0.166,0.481
0.250,0.448
0.896,0.048
1.016,0.529
0.305,0.890
0.300,0.926
0.361,0.046
0.673,0.770
0.417,0.752
0.283,0.463
0.468,0.119
0.425,0.685
0.279,0.038
0.290,0.441
0.660,0.810
0.038,0.797
0.511,0.096
0.957,0.618
0.604,0.800
0.644,0.751
0.435,0.673
0.887,0.005
0.941,0.017
0.359,0.947
0.506,0.066
0.689,0.791
0.107,0.750
0.985,0.008
0.448,0.074
0.468,0.762
1.051,0.563
0.259,0.378
0.896,0.534
0.382,0.077
0.027,0.772
0.213,0.480
0.255,0.416
0.426,0.068
0.440,0.774
0.878,0.006
0.271,0.416
0.669,0.840
0.283,0.592
0.230,0.958
0.478,0.699
0.117,0.736
0.276,0.941
0.973,0.002
0.992,0.536
0.486,0.076
0.519,0.056
0.476,0.071
0.935,0.057
0.353,0.002
0.272,0.975
0.488,0.062
0.712,0.756
0.042,0.733
0.675,0.783
0.299,0.523
0.438,0.127
0.927,0.468
0.967,0.529
0.105,0.843
0.243,0.400
0.386,0.945
0.155,0.417
0.133,0.786
0.684,0.781
1.005,0.573
0.348,0.980
0.898,0.050
0.257,0.515
0.702,0.836
0.953,0.501
0.476,0.116
0.442,0.700
0.317,0.101
0.268,0.837
0.407,0.075
0.259,0.505
0.059,0.821
0.637,0.785
0.475,0.055
0.171,0.417
0.497,0.084
0.657,0.802
0.050,0.781
0.215,0.526
0.883,0.493
0.969,0.520
0.966,0.501
0.439,0.756
0.440,0.689
0.121,0.787
0.279,0.436
0.210,0.473
0.430,0.754
0.723,0.806
0.300,0.490
0.445,0.786
0.995,0.505
0.261,0.896
0.061,0.749
0.274,0.410
0.256,0.918
0.210,0.458
0.320,0.525
0.393,0.085
0.245,0.478
0.322,0.099
0.634,0.820
0.716,0.850
0.284,0.929
0.461,0.726
0.274,0.540
0.328,0.067
0.466,0.706
0.927,0.043
0.719,0.878
0.748,0.836
0.965,0.618
0.323,0.921
0.337,0.481
0.897,0.002
1.012,0.544
1.017,0.506
0.506,0.091
0.432,0.755
0.152,0.846
0.402,0.711
0.190,0.423
0.637,0.885
0.259,0.511
0.346,0.075
1.012,0.035
0.257,0.458
0.273,0.471
0.420,0.027
0.949,0.004
0.692,0.802
0.363,0.139
0.013,0.790
0.523,0.092
0.231,0.483
0.677,0.815
0.549,0.048
0.063,0.775
0.041,0.781
0.450,0.741
0.679,0.803
0.507,0.086
0.406,0.075
0.721,0.732
1.063,0.595
0.349,0.003
0.421,0.770
0.480,0.102
0.337,0.037
0.671,0.853
0.448,0.620
0.501,0.079
0.535,0.064
0.151,0.447
0.454,0.746
0.966,0.647
0.465,0.757
0.069,0.763
0.054,0.742
0.258,0.475
0.030,0.840
0.534,0.095
0.216,0.480
0.696,0.835
0.927,0.063
0.255,0.504
0.398,0.005
0.309,0.456
0.401,0.710
0.943,0.074
1.014,0.593
0.610,0.719
0.343,0.901
0.099,0.760
0.226,0.472
0.015,0.823
0.477,0.015
0.329,0.488
1.014,0.562
0.536,0.734
0.446,0.797
0.347,0.049
0.391,0.715
0.307,0.584
0.384,0.092
0.465,0.077
0.475,0.057
0.469,0.005
0.589,0.056
0.850,0.036
0.920,0.016
0.996,0.554
0.959,0.546
0.928,0.578
0.577,0.123
0.248,0.975
0.434,0.061
0.666,0.798
0.493,0.735
0.161,0.786
0.402,0.774
0.398,0.085
0.950,0.048
0.083,0.783
0.376,0.701
0.893,0.001
0.494,0.076
1.023,0.546
0.270,0.895
0.278,0.939
0.652,0.764
0.900,0.032
0.395,0.001
0.534,0.060
0.390,0.737
0.229,0.396
0.223,0.558
0.371,0.899
0.257,0.927
0.063,0.727
0.171,0.534
0.922,0.038
0.189,0.470
0.322,0.592
0.712,0.804
0.991,0.586
0.192,0.521
0.006,0.771
0.682,0.842
0.397,0.000
0.078,0.405
0.270,0.955
0.105,0.796
0.299,0.460
0.947,0.076
0.987,0.447
0.898,0.031
0.098,0.791
0.502,0.712
0.588,0.818
0.688,0.791
0.450,0.067
0.106,0.842
0.919,0.039
0.501,0.055
0.266,0.920
0.379,0.056
0.455,0.111
0.692,0.826
0.967,0.466
0.144,0.503
0.401,0.030
0.060,0.779
0.038,0.733
0.255,0.944
0.317,0.596
0.249,0.948
0.874,0.008
0.684,0.851
0.501,0.024
0.267,0.522
0.167,0.920
0.942,0.516
0.892,0.023
0.898,0.021
0.140,0.770
0.485,0.041
0.434,0.101
1.048,0.555
0.896,0.008
0.291,0.518
0.291,0.443
0.651,0.891
0.352,0.998
0.448,0.742
0.936,0.042
1.052,0.532
0.223,0.482
0.908,0.008
0.267,0.512
0.449,0.028
0.298,0.960
0.986,0.571
0.472,0.759
0.272,0.499
0.396,0.757
0.490,0.655
0.037,0.771
0.290,0.544
0.204,0.468
0.425,0.028
0.362,0.006
1.021,0.461
0.980,0.049
0.333,0.912
0.861,0.007
0.887,0.026
0.265,0.512
0.980,0.532
0.389,0.722
0.563,0.118
0.964,0.510
0.936,0.000
0.382,0.110
0.985,0.463
0.519,0.064
0.247,0.465
0.334,0.908
0.199,0.481
0.920,0.011
0.014,0.839
0.273,0.499
0.294,0.483
0.255,0.995
0.311,0.932
0.275,0.933
0.989,0.554
0.276,0.900
0.668,0.830
0.455,0.061
0.213,0.401
0.266,0.555
0.329,0.031
0.432,0.060
0.919,0.474
0.315,0.882
0.459,0.106
0.101,0.820
0.516,0.001
0.178,0.445
0.419,0.060
0.293,0.837
0.962,0.017
0.871,0.079
0.187,0.487
0.263,0.961
0.810,0.030
0.642,0.754
0.299,0.476
0.042,0.795
0.905,0.023
0.108,0.810
0.970,0.030
0.408,0.085
0.504,0.698
0.446,0.724
0.323,0.900
0.962,0.494
0.428,0.656
0.972,0.639
0.289,0.410
0.246,0.475
0.594,0.835
0.071,0.783
0.373,0.857
0.399,0.132
0.441,0.753
0.108,0.797
0.685,0.783
0.494,0.039
0.643,0.766
0.375,0.507
0.536,0.077
0.482,0.768
0.422,0.739
0.388,0.044
0.091,0.798
0.311,0.927
0.245,0.575
0.065,0.718
0.988,0.574
0.441,0.742
0.226,0.453
0.430,0.698
0.586,0.115
0.925,0.035
0.190,0.328
0.299,0.883
0.259,0.474
0.293,0.502
0.944,0.047
0.260,0.842
0.254,0.497
1.036,0.530
0.771,0.769
0.073,0.800
0.187,0.507
0.070,0.708
0.628,0.845
0.099,0.750
0.188,0.480
0.109,0.720
0.506,0.119
0.240,0.432
0.008,0.708
0.194,0.605
0.320,0.867
0.920,0.017
0.299,0.874
0.735,0.889
0.404,0.041
0.298,0.111
0.663,0.869
0.949,0.544
0.323,0.007
0.272,0.483
0.103,0.757
0.212,0.418
0.440,0.067
0.551,0.048
0.899,0.019
0.124,0.743
0.685,0.858
0.969,0.506
0.050,0.725
0.241,0.500
0.266,0.959
0.512,0.017
0.905,0.035
0.179,0.419
0.185,0.387
0.254,0.516
0.267,0.544
0.513,0.081
0.216,0.427
0.959,0.004
0.159,0.412
0.999,0.030
0.361,0.768
0.353,0.106
0.214,0.508
0.643,0.800
0.468,0.782
0.381,0.741
0.952,0.085
0.271,0.549
0.982,0.019
0.965,0.049
0.464,0.113
