0.684,0.76,0
0.342,0.946,1
0.478,0.016,4
0.344,0.153,4
0.342,0.067,4
0.862,0.034,4
0.087,0.75,3
0.368,0.017,4
0.918,0.041,4
0.325,0.074,4
0.169,0.363,2
0.692,0.893,0
0.915,0.017,4
0.903,0.552,0
0.227,0.428,2
0.307,0.919,1
0.897,0.022,4
0.682,0.854,0
0.274,0.921,1
0.299,0.412,2
0.304,0.923,1
0.927,0.549,0
0.23,0.502,2
1.078,0.558,0
0.535,0.025,4
0.228,0.396,2
0.199,0.495,2
0.486,0.019,4
0.299,0.927,1
0.224,0.504,2
0.654,0.793,0
0.963,0,4
0.191,0.514,2
0.132,0.473,2
0.685,0.838,0
0.516,0.052,4
0.204,0.493,2
0.427,0.052,4
0.348,0.086,4
0.512,0.01,4
0.461,0.131,4
0.169,0.475,2
0.536,0.022,4
1.054,0.426,0
0.733,0.725,0
0.478,0.097,4
0.872,0.043,4
0.272,0.481,2
0.307,0.149,4
0.247,0.51,2
0.227,0.39,2
0.505,0.053,4
0.261,0.537,2
0.922,0.064,4
0.322,0.869,1
0.222,0.401,2
0.92,0.075,4
0.006,0.753,3
0.941,0.028,4
0.979,0.493,0
0.266,0.883,1
0.1,0.768,3
0.276,0.506,2
0.497,0.073,4
0.346,0.907,1
0.985,0.016,4
0.388,0.664,1
0.509,0.061,4
0.209,0.511,2
0.956,0.008,4
0.366,0.047,4
0.94,0.563,0
0.178,0.477,2
0.999,0.549,0
1.029,0.551,0
0.064,0.832,3
0.463,0.761,1
0.227,0.422,2
0.076,0.777,3
0.937,0.526,0
1.01,0.039,4
0.282,0.907,1
0.982,0.529,0
0.065,0.747,3
0.218,0.604,2
0.061,0.861,3
0.301,0.495,2
0.367,0.09,4
0.704,0.839,0
1.019,0.519,0
0.261,0.454,2
0.138,0.457,2
0.279,0.91,1
0.67,0.674,0
0.463,0.764,1
0.296,0.578,2
0.288,0.87,1
0.916,0.033,4
0.239,0.494,2
0.272,0.909,1
0.286,0.967,1
1.023,0.595,0
0.36,0.006,4
0.868,0.006,4
0.438,0.676,1
0.292,0.888,1
0.416,0.002,4
0.961,0.57,0
0.433,0.125,4
0.939,0.056,4
0.867,0.018,4
0.466,0.098,4
0.963,0.514,0
0.943,0.467,0
0.287,0.942,1
0.475,0.722,1
0.309,0.826,1
0.919,0.538,0
0.533,0.017,4
0.949,0.517,0
0.896,0.026,4
0.722,0.775,0
0.899,0.037,4
0.299,0.532,2
0.341,0.074,4
0.281,0.892,1
0.312,0.955,1
0.205,0.477,2
0.482,0.086,4
0.429,0.112,4
0.314,0.503,2
0.286,0.459,2
0.982,0.051,4
0.418,0.736,1
0.071,0.768,3
0.529,0.048,4
0.411,0.67,1
0.311,0.542,2
0.506,0.699,1
0.897,0.029,4
0.411,0,4
0.717,0.809,0
0.952,0.566,0
0.683,0.782,0
0.544,0.803,1
0.294,0.527,2
0.192,0.465,2
1.004,0.59,0
0.882,0.026,4
0.959,0.033,4
0.922,0.021,4
0.368,0.715,1
0.087,0.759,3
0.133,0.786,3
0.652,0.734,0
0.971,0.482,0
0.278,0.947,1
0.74,0.787,0
0.812,0.015,4
0.527,0.073,4
1.026,0.029,4
0.997,0.526,0
0.221,0.466,2
1.009,0.556,0
0.098,0.785,3
0.413,0.136,4
0.922,0.012,4
0.426,0.686,1
0.954,0.499,0
1.015,0.563,0
0.382,0.698,1
0.373,0.004,4
0.882,0.036,4
0.384,0.14,4
0.26,0.483,2
0.199,0.52,2
0.201,0.526,2
0.636,0.799,0
0.59,0.852,1
0.655,0.802,0
0.095,0.757,3
0.095,0.824,3
0.367,0.055,4
0.937,0.012,4
0.336,0.859,1
0.295,0.47,2
0.448,0.009,4
0.897,0.007,4
0.309,0.913,1
0.493,0.113,4
1.039,0.463,0
0.393,0.7,1
0.055,0.788,3
0.948,0.507,0
0.929,0.005,4
0.99,0.509,0
0.137,0.807,3
0.378,0.018,4
0.22,0.47,2
0.638,0.811,1
0.077,0.763,3
1.001,0.461,0
0.674,0.786,0
1.03,0.004,4
0.476,0.048,4
0.019,0.8,3
0.352,0.967,1
0.206,0.46,2
0.991,0.523,0
0.955,0.533,0
0.698,0.839,0
0.666,0.793,0
0.44,0.743,1
0.95,0.058,4
0.383,0.001,4
0.297,0.887,1
0.889,0.03,4
0.498,0.101,4
0.232,0.876,3
0.342,0.884,1
0.297,0.927,1
0.299,0.477,2
0.716,0.756,0
0.313,0.925,1
0.275,0.905,1
0.169,0.439,2
0.147,0.767,3
0.227,0.953,3
0.977,0.582,0
0.411,0.052,4
0.537,0.037,4
0.872,0.078,4
0.46,0.037,4
0.408,1.013,1
0.033,0.747,3
0.208,0.455,2
0.255,0.484,2
0.188,0.435,2
0.29,0.99,1
0.985,0.491,0
0.731,0.792,0
0.263,0.479,2
0.096,0.794,3
0.991,0.031,4
0.12,0.848,3
0.925,0.064,4
0.456,0.03,4
0.412,0.093,4
0.365,0.02,4
0.422,0.126,4
1.042,0.529,0
0.913,0.023,4
0.192,0.431,2
0.661,0.751,0
0.189,0.458,2
0.484,0.71,1
0.081,0.706,3
0.254,0.518,2
1.007,0.582,0
0.919,0.065,4
0.623,0.828,1
0.884,0.014,4
0.103,0.453,2
0.002,0.795,3
0.55,0.159,4
0.931,0.571,0
0.416,0.051,4
0.216,0.409,2
0.51,0.109,4
0.303,0.902,1
0.741,0.71,0
0.368,0.013,4
0.474,0.031,4
0.472,0.01,4
0.526,0.079,4
0.434,0.667,1
0.031,0.767,3
0.895,0.064,4
0.048,0.8,3
0.055,0.735,3
0.402,0.677,1
0.428,0.733,1
0.238,0.528,2
0.371,0.901,1
0.427,0.074,4
0.231,0.887,3
0.681,0.798,0
1.065,0.505,0
0.988,0.544,0
0.681,0.785,0
0.331,0.918,1
0.242,0.924,1
1.02,0.427,0
0.686,0.811,0
0.319,0.879,1
0.11,0.773,3
0.482,0.095,4
0.676,0.753,0
0.512,0.724,1
0.949,0.033,4
0.275,0.45,2
0.666,0.745,0
0.321,0.956,1
0.179,0.464,2
0.226,0.41,2
0.414,0.106,4
0.631,0.823,1
0.092,0.722,3
0.469,0.714,1
0.175,0.445,2
0.503,0.031,4
0.403,0.712,1
0.454,0.77,1
0.276,0.975,1
0.01,0.801,3
0.184,0.512,2
0.73,0.797,0
0.774,0.829,0
0.186,0.451,2
0.982,0.505,0
0.922,0.039,4
0.345,0.079,4
0.049,0.778,3
0.944,0.052,4
0.657,0.796,0
0.297,0.563,2
0.273,0.936,1
0.311,0.875,1
0.267,0.892,1
0.689,0.739,0
0.752,0.742,0
0.24,0.429,2
0.282,0.512,2
0.492,0.069,4
0.201,0.443,2
0.432,0.714,1
0.242,0.501,2
0.286,0.929,1
0.928,0.045,4
0.62,0.768,1
0.293,0.896,1
0.585,0.831,1
0.028,0.838,3
0.503,0.091,4
0.654,0.801,0
0.065,0.792,3
0.49,0.051,4
0.897,0.043,4
0.381,0.052,4
0.09,0.809,3
0.224,0.862,3
0.483,0.067,4
0.417,0.015,4
0.514,0.075,4
0.711,0.744,0
0.3,0.53,2
1.071,0.006,4
0.276,0.429,2
0.951,0.523,0
0.291,0.48,2
0.939,0.072,4
0.319,0.54,2
0.295,0.457,2
0.505,0.694,1
0.219,0.487,2
0.978,0.009,4
0.503,0.038,4
0.899,0.015,4
0.088,0.812,3
0.252,0.917,1
0.265,0.871,1
0.491,0.021,4
0.114,0.786,3
0.331,0.525,2
0.285,0.507,2
0.923,0.002,4
0.462,0.66,1
0.95,0.5,0
0.245,0.9,1
0.242,0.468,2
0.311,0.012,4
0.057,0.795,3
0.081,0.837,3
0.397,0.059,4
0.268,0.474,2
0.921,0.016,4
0.181,0.848,3
0.241,0.491,2
0.918,0.028,4
0.288,0.515,2
0.36,0.093,4
0.923,0.031,4
0.042,0.795,3
0.385,0.759,1
0.353,0.05,4
0.923,0.081,4
0.403,0.077,4
0.311,0.543,2
0.115,0.802,3
0.407,0.079,4
0.393,0.11,4
0.254,0.478,2
0.299,0.562,2
0.312,0.493,2
0.648,0.805,0
0.253,0.473,2
0.633,0.73,0
1.021,0.575,0
0.277,0.541,2
0.5,0.767,1
0.196,0.468,2
0.927,0.039,4
0.301,0.94,1
0.18,0.461,2
0.497,0.035,4
0.369,0.012,4
0.734,0.872,0
0.204,0.432,2
0.387,0.069,4
0.981,0.505,0
0.726,0.706,0
0.293,0.483,2
0.029,0.738,3
0.072,0.848,3
0.965,0.065,4
0.36,0.098,4
0.068,0.756,3
0.309,0.494,2
0.404,0.699,1
0.27,0.565,2
0.229,0.913,3
0.673,0.833,0
0.933,0.563,0
0.749,0.872,0
0.209,0.469,2
0.305,0.903,1
0.958,0.533,0
0.438,0.779,1
0.917,0.008,4
0.061,0.746,3
0.436,0.752,1
0.997,0.491,0
0.526,0.108,4
0.927,0.465,0
1.033,0.54,0
0.287,0.495,2
0,0.805,3
0.217,0.44,2
0.16,0.466,2
0.959,0.02,4
0.705,0.745,0
0.893,0.042,4
0.547,0.004,4
0.341,0.052,4
0.438,0.749,1
0.208,0.847,3
0.42,0.015,4
0.438,0.745,1
0.421,0.046,4
0.227,0.867,3
0.239,0.495,2
0.273,0.421,2
0.249,0.555,2
0.087,0.719,3
0.346,0.726,1
0.047,0.823,3
0.417,0.735,1
0.983,0.092,4
0.949,0.056,4
0.319,0.125,4
0.354,0.052,4
0.951,0.483,0
0.884,0.096,4
0.357,0.017,4
0.327,0.911,1
0.961,0.513,0
0.274,0.493,2
0.455,0.718,1
0.093,0.743,3
0.433,0.647,1
0.019,0.726,3
0.247,0.452,2
0.197,0.453,2
0.405,0.662,1
0.191,0.48,2
0.092,0.87,3
0.928,0.009,4
0.697,0.846,0
0.352,0.034,4
0.132,0.365,2
0.721,0.826,0
0.431,0.747,1
0.187,0.524,2
0.242,0.95,1
0.241,0.453,2
0.415,0.639,1
0.735,0.845,0
0.303,0.5,2
0.236,0.914,1
0.344,0.131,4
0.21,0.468,2
0.664,0.81,0
0.16,0.463,2
0.924,0.501,0
1,0.543,0
0.006,0.862,3
0.291,0.885,1
0.219,0.922,3
0.184,0.372,2
0.441,0.106,4
0.953,0.569,0
0.064,0.733,3
0.184,0.476,2
0.92,0.043,4
0.265,0.957,1
0.37,0.067,4
0.188,0.46,2
0.549,0.066,4
0.566,0.086,4
0.442,0.103,4
0.157,0.453,2
0.349,0.936,1
0.231,0.487,2
0.25,0.419,2
0.495,0.001,4
0.969,0.577,0
0.325,0.563,2
0.009,0.821,3
0.565,0.07,4
0.325,0.881,1
0.292,0.594,2
0.269,0.562,2
0.686,0.813,0
0.95,0.045,4
1.024,0.532,0
1.032,0.028,4
0.469,0.72,1
0.903,0.467,0
0.229,0.501,2
0.287,0.498,2
0.989,0.001,4
1.054,0.527,0
0.245,0.501,2
0.262,0.532,2
0.466,0.694,1
0.201,0.412,2
0.33,0.901,1
0.281,0.467,2
0.971,0.039,4
0.174,0.443,2
0.448,0.13,4
0.226,0.461,2
0.629,0.771,0
1.006,0.091,4
0.218,0.519,2
0.221,0.453,2
0.624,0.742,0
0.933,0.55,0
0.756,0.808,0
0.271,0.492,2
0.466,0.707,1
0.155,0.42,2
0.398,0.072,4
0.416,0.706,1
0.008,0.708,3
0.475,0.054,4
0.236,0.444,2
0.481,0.135,4
0.263,0.47,2
0.48,0.09,4
0.436,0.755,1
0.061,0.744,3
0.276,0.934,1
